http://data.ehri-project.eu/ghettos/1308,pol,Płungiany (Getto)
http://data.ehri-project.eu/ghettos/1308,nld,Ghetto van Plungė
http://data.ehri-project.eu/ghettos/1308,srp,Плунге (Гето)
http://data.ehri-project.eu/ghettos/1309,eng,Pogost Ghetto
http://data.ehri-project.eu/ghettos/1309,rus,Погост 1 (Гетто)
http://data.ehri-project.eu/ghettos/1329,eng,Ruzhin Ghetto
http://data.ehri-project.eu/ghettos/1329,pol,Różyn (Getto)
http://data.ehri-project.eu/ghettos/1329,yid,רוזשין געטא
http://data.ehri-project.eu/ghettos/1329,deu,Ghetto Ruschyn
http://data.ehri-project.eu/ghettos/1329,ron,Ghetoul Rujîn
http://data.ehri-project.eu/ghettos/1329,fra,Ghetto de Ruzhyn
http://data.ehri-project.eu/ghettos/1329,rus,Ружин (Гетто)
http://data.ehri-project.eu/ghettos/1329,ukr,Ружин (Гетто)
http://data.ehri-project.eu/ghettos/1192,nld,Ghetto van Hudahaj
http://data.ehri-project.eu/ghettos/1192,fra,Ghetto de Hudahaj
http://data.ehri-project.eu/ghettos/1192,eng,Gudogaj Ghetto
http://data.ehri-project.eu/ghettos/1192,rus,Гудогай (Гетто)
http://data.ehri-project.eu/ghettos/1193,deu,Ghetto Gulbene
http://data.ehri-project.eu/ghettos/1193,hun,Gulbene (Gettó)
http://data.ehri-project.eu/ghettos/1193,ces,Ghetto Gulbene
http://data.ehri-project.eu/ghettos/1193,bul,Гулбене (Гето)
http://data.ehri-project.eu/ghettos/1193,srp,Гулбене (Гето)
http://data.ehri-project.eu/ghettos/1193,ita,Ghetto di Gulbene
http://data.ehri-project.eu/ghettos/1193,nld,Ghetto van Gulbene
http://data.ehri-project.eu/ghettos/1193,fra,Ghetto de Gulbene
http://data.ehri-project.eu/ghettos/1193,heb,גטו גובלנה
http://data.ehri-project.eu/ghettos/1193,ukr,Гулбене (Гетто)
http://data.ehri-project.eu/ghettos/1193,rus,Гулбене (Гетто)
http://data.ehri-project.eu/ghettos/1193,eng,Gulbene Ghetto
http://data.ehri-project.eu/ghettos/1193,pol,Gulbene (Getto)
http://data.ehri-project.eu/ghettos/1304,ron,Ghetoul Pilica
http://data.ehri-project.eu/ghettos/1304,ita,Ghetto di Pilica
http://data.ehri-project.eu/ghettos/1304,heb,גטו פיליצה
http://data.ehri-project.eu/ghettos/1304,ukr,Пілиця (Гетто)
http://data.ehri-project.eu/ghettos/1304,pol,Pilica (Getto)
http://data.ehri-project.eu/ghettos/1304,rus,Пилица (Гетто)
http://data.ehri-project.eu/ghettos/1304,srp,Пилица (Гето)
http://data.ehri-project.eu/ghettos/1304,bul,Пилица (Гето)
http://data.ehri-project.eu/ghettos/1304,nld,Ghetto van Pilica
http://data.ehri-project.eu/ghettos/1304,eng,Pilica Ghetto
http://data.ehri-project.eu/ghettos/1304,deu,Ghetto Pilica
http://data.ehri-project.eu/ghettos/1304,fra,"Ghetto de Pilica, Silesian Voivodeship"
http://data.ehri-project.eu/ghettos/1170,heb,גטו דוביינקה
http://data.ehri-project.eu/ghettos/1170,deu,Ghetto Dubienka
http://data.ehri-project.eu/ghettos/1170,fra,Ghetto de Dubienka
http://data.ehri-project.eu/ghettos/1170,eng,Dubienka Ghetto
http://data.ehri-project.eu/ghettos/1170,pol,Dubienka (Getto)
http://data.ehri-project.eu/ghettos/1170,nld,Ghetto van Dubienka
http://data.ehri-project.eu/ghettos/1370,rus,Уречье (Гетто)
http://data.ehri-project.eu/ghettos/1370,eng,Urech’e Ghetto
http://data.ehri-project.eu/ghettos/1370,srp,Уреча (Гето)
http://data.ehri-project.eu/ghettos/1370,pol,Urzecze (Getto)
http://data.ehri-project.eu/ghettos/1370,ukr,Уріччя (Гетто)
http://data.ehri-project.eu/ghettos/1370,nld,Ghetto van Uretjtja
http://data.ehri-project.eu/ghettos/1261,nld,Lipovec Geto
http://data.ehri-project.eu/ghettos/1261,fra,Ghetto de Lypovets
http://data.ehri-project.eu/ghettos/1261,ces,Ghetto Lypovec
http://data.ehri-project.eu/ghettos/1261,rus,Липовец (Гетто)
http://data.ehri-project.eu/ghettos/1261,ukr,Липовець (Гетто)
http://data.ehri-project.eu/ghettos/1261,ita,Ghetto di Lypovec'
http://data.ehri-project.eu/ghettos/1261,ron,Ghetoul Lîpoveț
http://data.ehri-project.eu/ghettos/1261,eng,Lipovets Ghetto
http://data.ehri-project.eu/ghettos/1261,pol,Lipowiec (Getto)
http://data.ehri-project.eu/ghettos/1261,deu,Ghetto Lypowez
http://data.ehri-project.eu/ghettos/1394,pol,Jessentuki (Getto)
http://data.ehri-project.eu/ghettos/1394,ukr,Єсентуки (Гетто)
http://data.ehri-project.eu/ghettos/1394,ces,Ghetto Jessentuki
http://data.ehri-project.eu/ghettos/1394,nld,Ghetto van Jessentoeki
http://data.ehri-project.eu/ghettos/1394,bul,Есентуки (Гето)
http://data.ehri-project.eu/ghettos/1394,eng,Yessentuki Ghetto
http://data.ehri-project.eu/ghettos/1394,hun,Jesszentuki (Gettó)
http://data.ehri-project.eu/ghettos/1394,ron,Ghetoul Essentuki
http://data.ehri-project.eu/ghettos/1394,deu,Ghetto Jessentuki
http://data.ehri-project.eu/ghettos/1394,ita,Ghetto di Essentuki
http://data.ehri-project.eu/ghettos/1394,fra,Ghetto de Iessentouki
http://data.ehri-project.eu/ghettos/1394,srp,Јесентуки (Гето)
http://data.ehri-project.eu/ghettos/1394,rus,Ессентуки (Гетто)
http://data.ehri-project.eu/ghettos/1262,rus,Любань (Гетто)
http://data.ehri-project.eu/ghettos/1262,pol,Lubań (Getto)
http://data.ehri-project.eu/ghettos/1262,ukr,Любань (Гетто)
http://data.ehri-project.eu/ghettos/1262,srp,Љубањ (Гето)
http://data.ehri-project.eu/ghettos/1262,fra,Ghetto de Liouban
http://data.ehri-project.eu/ghettos/1262,bul,Любан (град в Минска област) (Гето)
http://data.ehri-project.eu/ghettos/1262,nld,Ghetto van Lyuban
http://data.ehri-project.eu/ghettos/1262,eng,Liuban’ Ghetto
http://data.ehri-project.eu/ghettos/1262,heb,גטו ליובאן
http://data.ehri-project.eu/ghettos/1395,bul,Жабинка (Гето)
http://data.ehri-project.eu/ghettos/1395,srp,Жабинка (Гето)
http://data.ehri-project.eu/ghettos/1395,fra,Ghetto de Jabinka
http://data.ehri-project.eu/ghettos/1395,pol,Żabinka (Getto)
http://data.ehri-project.eu/ghettos/1395,rus,Жабинка (Гетто)
http://data.ehri-project.eu/ghettos/1395,ukr,Жабинка (Гетто)
http://data.ehri-project.eu/ghettos/1395,eng,Żabinka Ghetto
http://data.ehri-project.eu/ghettos/1395,yid,זשאבינקע געטא
http://data.ehri-project.eu/ghettos/1395,nld,Ghetto van Zhabinka
